"","cty_yr","year","cty","dummy_70","dummy_80","pre_85","post_85","entry_res","polity4","under_imf","signed_imf","wb_all","regime","type2","emil","democracy","gdp","gdp_pc","cur_bop_pcnt","netFDI_pcnt","netFDIout_pcnt","hitech_xprt","iso","mil_govt","mil_gdp","arms_xprt","arms_imprt","time_since_independence","eng_col","fra_col","spa_col","age_of_demo","age_of_demo_p","warnock_smooth","warnock_unsmooth","aid_gdp","aid_govt","aid_gcf","pop","urban","trade_gdp","gdp_grow","cty_1","currency","bank","reschedule","ratiosk","surpe","plp","left_party","entryres_lang","approve_lang","entry_res_colony","belgium_colony","france_colony","dutch_colony","spain_colony","uk_colony","glob_fdi","approve_agg"
"3110","ven1979","1979","ven",1,0,1,0,1,9,0,0,0,2,0,0,1,91894021274,6284.099529,2734,884,157,1,1,1,1,1,720,150,0,0,1,21,22,NA,NA,0.01169558,NA,0.035227303,14623260,11482183.75,50.62676735,0.764355286,"venezuela",0,0,0,0.4242,0.3356,1.452718,0,0.557211723632388,0.684706847068471,0.556205349932287,0,0,0,1,0,355048.24,1
"3111","ven1980","1980","ven",0,1,1,0,1,9,0,0,0,2,0,0,1,87831090370,5820.011817,3460,698,157,1,1,1,1,1,812,151,0,0,1,22,23,NA,NA,0.022500848,NA,0.08566909,15091222,11952247.82,50.60443042,-4.421322353,"venezuela",0,1,0,0.4508,0.3505,1.478362,0,0.253206967967116,0.677736777367774,0.349953305088606,0,0,0,1,0,401269.07,1
"3112","ven1981","1981","ven",0,1,1,0,1,9,0,0,0,2,0,0,1,87512429635,5620.499655,3378,1056,157,1,1,1,1,1,1328,152,0,0,1,23,24,NA,NA,0.01808793,NA,0.074617391,15570222.4,12415695.34,48.76082506,-0.362810861,"venezuela",0,1,0,0.4131,0.3509,1.353041,0,0.254910061921132,0.683476834768348,0.349953305088606,0,0,0,1,0,412996.31,1
"3113","ven1982","1982","ven",0,1,1,0,1,9,0,0,0,2,0,0,1,85700041807,5340.346924,1974,1241,208,1,1,1,1,1,1130,153,0,0,1,24,25,NA,NA,0.016430815,NA,0.058155522,16047654.4,12883056.95,46.94297308,-2.071006182,"venezuela",0,1,0,0.4133,0.3347,1.419333,0,0.176000042051703,0.683476834768348,0.264467450230058,0,0,0,1,0,419039.04,1
"3114","ven1983","1983","ven",0,1,1,0,1,9,0,0,0,2,0,0,1,82473592071,4991.688754,3399,774,157,1,1,1,1,1,415,154,0,0,1,25,26,NA,NA,0.012383374,NA,0.098722889,16522182.4,13353227.82,30.71633337,-3.764816992,"venezuela",0,0,0,0.4019,0.3344,1.381398,0,0.176000042051703,0.683476834768348,0.264467450230058,0,0,0,1,0,449360.21,1
"3115","ven1984","1984","ven",0,1,1,0,1,9,0,0,0,2,0,0,1,83662996974,4923.357323,3490,542,435,1,1,1,1,1,454,155,0,0,1,26,27,NA,NA,0.026108576,NA,0.138776344,16993078.4,13825568.59,45.58944582,1.442164544,"venezuela",0,0,0,0.4034,0.3356,1.381557,1,0.246678441143386,0.683476834768348,0.341035715912715,0,0,0,1,0,457798.58,1
"3116","ven1985","1985","ven",0,1,0,1,0.977859778597786,9,0,0,0,2,0,0,1,83824717711,4800.957486,3403,795,312,1,1,1,1,1,994,156,0,0,1,27,28,NA,NA,0.019999015,NA,0.100416141,17460000,14299740,42.18387758,0.193300196,"venezuela",0,0,0,0.4063,0.3143,1.486068,1,0.257748551844493,0.573185731857319,0.349645802013576,0,0,0,1,0,552401.15,1
"3117","ven1986","1986","ven",0,1,0,1,0.003690036900369,9,0,0,0,2,0,0,1,89281995940,4981.422963,1526,519,1388,1,1,1,1,1,1362,157,0,0,1,28,29,NA,NA,0.027812137,NA,0.130008334,17922990.4,14764959.49,40.06181268,6.510344893,"venezuela",1,0,0,0.4036,0.3162,1.467154,1,0.182244719883096,0.527306273062731,0.186669172247278,0,0,0,1,0,711541.65,1
"3118","ven1987","1987","ven",0,1,0,1,0.011070110701107,9,0,0,0,2,0,0,1,92479764607,5030.864859,1328,590,627,1,1,1,1,2,954,158,0,0,1,29,30,NA,NA,0.041921296,NA,0.160507124,18382478.4,15231721.6,44.81108679,3.581650066,"venezuela",1,0,0,0.4067,0.3157,1.480757,1,0.256045457890476,0.527306273062731,0.269079996355519,0,0,0,1,0,850969.07,1
"3119","ven1988","1988","ven",0,1,0,1,0.011070110701107,9,0,0,0,2,0,0,1,97863352352,5194.644417,2596,872,712,1,1,1,1,1,1148,159,0,0,1,30,31,NA,NA,0.040047722,NA,0.139259431,18839278.4,15700654.62,47.79903164,5.821368348,"venezuela",1,0,0,0.4093,0.2984,1.576374,1,0.18054162592908,0.523985239852399,0.18728417839734,0,0,0,1,0,1015909.44,1
"3120","ven1989","1989","ven",0,1,0,1,0.25830258302583,9,1,1,2,2,0,0,1,89476578650,4637.391973,3369,1590,1133,1,1,1,1,1,121,160,0,0,1,31,32,NA,NA,0.150323185,NA,1.11707819,19294590.4,16172725.67,55.21130379,-8.569881882,"venezuela",1,0,0,0.4471,0.2985,1.721638,0,0.112417867768421,0.423985239852398,0.131318618741743,0,0,0,1,0,1211420.25,1
"3121","ven1990","1990","ven",0,0,0,1,0.022140221402214,9,1,0,5,2,0,0,1,95263870747,4823.487126,3050,2335,1397,948,1,1,1,1,310,161,0,0,1,32,33,0.568808,0.641413,0.165090179,0.814399805,1.588787458,19750000,16649250,59.63410948,6.467940756,"venezuela",1,0,0,0.4521,0.2995,1.734995,0,0.119797941569159,0.523985239852399,0.119633501890574,0,0,0,1,0,1418775.94,1
"3122","ven1991","1991","ven",0,0,0,1,0.025830258302583,9,1,0,1,2,0,0,1,1.04533e+11,5175.666615,3213,3902,1081,269,1,618,815,1,694,162,0,0,1,33,34,0.564563,0.504254,0.054970667,0.276420173,0.290904997,20197000,17127056,57.58016811,9.729887941,"venezuela",1,0,0,0.4594,0.2862,1.845037,0,0.0400363747227216,0.527675276752767,0.0319951255068106,0,0,0,1,0,1609241.36,1
"3123","ven1992","1992","ven",0,0,0,1,0.0774907749077491,8,1,0,6,2,0,0,1,1.10868e+11,5366.577735,2156,2495,975,643,1,601,692,1,966,163,0,0,1,34,35,0.570257,0.582881,0.058863601,0.295281186,0.240736747,20659000,17622127,55.26175468,6.060473269,"venezuela",0,0,0,0.4245,0.2897,1.683883,0,0.0425910156537463,0.327675276752768,0.0390676962325179,0,0,0,1,0,1667975.75,1
"3124","ven1993","1993","ven",0,0,0,1,0.0479704797047971,8,1,0,3,2,0,0,1,1.11173e+11,5263.645046,1410,1863,1618,700,1,73,1063,1,720,164,0,0,1,35,36,0.600237,0.506089,0.072261311,0.391604885,0.373999244,21121000,18121818,54.13954007,0.275388067,"venezuela",0,1,0,0.4314,0.2932,1.691419,0,0.0420233176690741,0.218819188191882,0.0359926654822104,0,0,0,1,0,1999241.12,0.03690036900369
"3125","ven1994","1994","ven",0,0,0,1,0,8,0,0,2,2,0,0,1,1.08561e+11,5029.950337,3318,2824,1299,678,1,604,658,1,3,165,0,0,1,36,37,0.451902,0.222384,0.047962593,0.252414306,0.327394969,21583000,18626129,53.16260012,-2.349507884,"venezuela",1,1,0,0.4505,0.2798,1.850473,0,0.0397525257303855,0.218819188191882,0.0295351009065646,0,0,0,1,0,2137026.63,0.03690036900369
"3126","ven1995","1995","ven",0,0,0,1,0.00738007380073801,8,0,0,4,2,0,0,1,1.12851e+11,5119.602561,3126,2734,720,727,1,599,631,1,989,165,0,0,1,37,38,0.323209,0.05092,0.059386605,0.312745491,0.319345062,22043000,19133324,48.92314496,3.951662762,"venezuela",1,1,0,NA,0.2833,NA,0,0.0325872866571803,0.186978953122865,0.0285681745706346,0,0,0,1,0,2519712.78,0
"3127","ven1996","1996","ven",0,0,0,1,0.0590405904059041,8,1,1,1,2,0,0,1,1.12628e+11,5005.250067,3008,3781,1360,692,1,513,281,1,799,165,0,0,1,38,39,0.326072,0.112483,0.056783349,0.328613379,0.334335182,22502000,19662247.6,57.84139526,-0.197837378,"venezuela",1,0,0,0.2417,0.2848,0.9757556,0,0.0434387285049321,0.0241271643485666,0.0406204728713954,0,0,0,1,0,2870597.29,0.033210332103321
"3128","ven1997","1997","ven",0,0,0,1,0.0627306273062731,8,1,0,2,2,0,0,1,1.19804e+11,5218.154035,3310,4331,1314,699,1,602,759,1,830,165,0,0,1,39,40,0.321197,0.087997,0.010741669,0.051190943,0.037678861,22959000,20194736.4,51.24503641,6.37093152,"venezuela",1,0,0,0.2483,0.2734,1.044033,0,0.0464727588452355,0.0943722056268182,0.0425830258302583,0,0,0,1,0,3075667.94,0.0590405904059041
"3129","ven1998","1998","ven",0,0,0,1,0.00738007380073801,8,0,0,2,2,0,0,1,1.20156e+11,5132.015852,1817,4183,1532,708,1,566,621,1,1251,165,0,0,1,40,41,0.290432,0.019418,0.047610177,0.220280767,0.150974308,23413000,20729870.2,43.59939293,0.294055161,"venezuela",0,0,0,NA,NA,NA,0,0.0330149772085956,0.168700091762822,0.0285608856088561,0,0,0,1,0,3688721.62,0.0479704797047971
"3130","ven1999","1999","ven",0,0,0,1,0.00738007380073801,7,0,0,0,2,0,1,1,1.12982e+11,4733.817832,3073,3681,1441,745,1,558,523,1,1075,165,0,0,1,41,42,0.296286,0.024624,0.045855241,0.225929029,0.170364541,23867000,21270270.4,42.07023048,-5.970458146,"venezuela",0,0,0,NA,NA,NA,0,0.0899044859632091,0.242500829770202,0.0982017138579346,0,0,0,1,0,4372336.52,0.0479704797047971
"3131","ven2000","2000","ven",0,0,0,1,0.0553505535055351,7,0,0,0,2,0,1,1,1.17148e+11,4818.70818,2963,3986,1147,746,1,553,576,1,1287,165,0,0,1,42,43,0.526121,0.383615,0.065998838,0.301053858,0.269821291,24311000,21806967,47.85722155,3.686944167,"venezuela",0,0,0,NA,NA,NA,0,0.0284714370409727,0.167369530838166,0.0339896458666079,0,0,0,1,0,5272429.95,0.0479704797047971
"3132","yem1970","1970","yem",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6390724,849966.292,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.5,0,0.0719557195571956,0,0,0,0,1,109125.12,NA
"3133","yem1971","1971","yem",1,0,1,0,NA,NA,0,0,1,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6510082,885371.152,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.333333333333333,0,0.0756457564575646,0,0,0,0,1,124253.72,NA
"3134","yem1972","1972","yem",1,0,1,0,NA,NA,0,0,2,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632018,921850.502,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.333333333333333,0,0.270848708487085,0,0,0,0,1,139359.15,NA
"3135","yem1973","1973","yem",1,0,1,0,NA,NA,0,0,3,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6763902,960474.084,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.5,0,0.742224565102794,0,0,0,0,1,163443.43,NA
"3136","yem1974","1974","yem",1,0,1,0,NA,NA,0,0,3,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6915366,1002728.07,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.5,0,0.857142857142857,0,0,0,0,1,191560.89,NA
"3137","yem1975","1975","yem",1,0,1,0,NA,NA,0,0,6,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7093440,1049829.12,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.302055877701634,0,0.681044143774771,0,0,0,0,1,206746.86,NA
"3138","yem1976","1976","yem",1,0,1,0,NA,NA,0,0,6,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7301238,1105407.433,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.302055877701634,0,0.711087877545442,0,0,0,0,1,218174.86,NA
"3139","yem1977","1977","yem",1,0,1,0,NA,NA,0,0,1,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7537486,1166802.833,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.577405351613503,0,0.398204679016487,0,0,0,0,1,246468.21,NA
"3140","yem1978","1978","yem",1,0,1,0,NA,NA,0,0,8,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7799333,1233854.481,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.612621572312377,0,0.556205349932287,0,0,0,0,1,293156.12,NA
"3141","yem1979","1979","yem",1,0,1,0,NA,NA,0,0,4,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8081848,1306026.637,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.616619112287777,0,0.556205349932287,0,0,0,0,1,355048.24,NA
"3142","yem1980","1980","yem",0,1,1,0,NA,NA,0,0,6,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8381347,1382922.255,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.45794752557191,0,0.349953305088606,0,0,0,0,1,401269.07,NA
"3143","yem1981","1981","yem",0,1,1,0,0.114391143911439,NA,0,0,5,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8699096,1468407.405,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.459485040947064,0,0.349953305088606,0,0,0,0,1,412996.31,NA
"3144","yem1982","1982","yem",0,1,1,0,0.114391143911439,NA,0,0,11,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9036641,1559724.237,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.459485040947064,0,0.264467450230058,0,0,0,0,1,419039.04,NA
"3145","yem1983","1983","yem",0,1,1,0,0.114391143911439,NA,0,0,7,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9390990,1656570.636,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.459485040947064,0,0.264467450230058,0,0,0,0,1,449360.21,NA
"3146","yem1984","1984","yem",0,1,1,0,0.114391143911439,NA,0,0,5,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9758268,1758439.894,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.459485040947064,0,0.341035715912715,0,0,0,0,1,457798.58,NA
"3147","yem1985","1985","yem",0,1,0,1,0.114391143911439,NA,0,0,6,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10136646,1865142.864,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.459485040947064,0,0.349645802013576,0,0,0,0,1,552401.15,NA
"3148","yem1986","1986","yem",0,1,0,1,0.114391143911439,NA,0,0,5,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10520514,1988377.146,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.44995244562111,0,0.186669172247278,0,0,0,0,1,711541.65,NA
"3149","yem1987","1987","yem",0,1,0,1,0.114391143911439,NA,0,0,4,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10912525,2117029.85,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.44995244562111,0,0.269079996355519,0,0,0,0,1,850969.07,NA
"3150","yem1988","1988","yem",0,1,0,1,0.114391143911439,NA,0,0,3,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11328772,2254425.628,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.37615170761373,0,0.18728417839734,0,0,0,0,1,1015909.44,NA
"3151","yem1989","1989","yem",0,1,0,1,0.114391143911439,NA,0,0,4,4,0,1,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11791245,2405413.98,NA,NA,"yemen",0,0,0,NA,NA,NA,NA,0.37615170761373,0,0.131318618741743,0,0,0,0,1,1211420.25,NA
"3152","yem1990","1990","yem",0,0,0,1,0.114391143911439,-5,0,0,5,4,1,1,0,5508255715,447.3319298,3031,318,157,1,1,426,1887,1,1222,1,NA,NA,NA,0,0,NA,NA,8.344416738,20.47645534,56.91802475,12313576,2573537.384,34.35081207,NA,"yemen",1,0,0,NA,NA,NA,0,0.375536701463669,0,0.119633501890574,0,0,0,0,1,1418775.94,NA
"3153","yem1991","1991","yem",0,0,0,1,0.114391143911439,-4,0,0,4,4,1,1,0,5616688487,435.2572913,723,4190,157,1,1,339,1898,1,201,2,NA,NA,NA,0,0,NA,NA,5.893809249,9.500216186,35.85061293,12904295,2771842.566,49.3224547,1.968550088,"yemen",1,0,0,NA,NA,NA,0,0.375536701463669,0,0.0319951255068106,0,0,0,0,1,1609241.36,NA
"3154","yem1992","1992","yem",0,0,0,1,0.114391143911439,-3,0,0,2,4,1,1,0,6084081880,448.9165371,899,3229,157,1,1,341,1900,1,1,3,NA,NA,NA,0,0,NA,NA,4.719477341,6.418683025,19.53834896,13552813,2989750.548,71.93985959,8.32151175,"yemen",1,0,0,NA,NA,NA,0,0.376459210688761,0.00615006150061501,0.0390676962325179,0,0,0,0,1,1667975.75,NA
"3155","yem1993","1993","yem",0,0,0,1,0.114391143911439,-2,0,0,1,4,1,1,0,6331604909,444.9392597,1279,3285,157,1,1,334,1889,1,1,4,NA,NA,NA,0,0,NA,NA,6.901379039,6.333814528,31.25084006,14230268,3221732.675,92.34187799,4.068371113,"yemen",0,0,0,NA,NA,NA,0,0.440727353370188,0.00799507995079951,0.0359926654822104,0,0,0,0,1,1999241.12,NA
"3156","yem1994","1994","yem",0,0,0,1,0.114391143911439,-2,0,0,1,4,1,1,0,6468604316,434.2365197,3450,1391,157,1,1,351,1919,1,871,5,NA,NA,NA,0,0,NA,NA,5.157273135,2.662572826,21.10109468,14896500,3458967.3,109.9104207,2.163739026,"yemen",0,0,0,NA,NA,NA,0,0.1157540589869,0.0018450184501845,0.0295351009065646,0,0,0,0,1,2137026.63,NA
"3157","yem1995","1995","yem",0,0,0,1,0.114391143911439,-2,0,0,1,4,1,1,0,7221972625,465.2445854,3309,342,157,1,1,342,1837,1,347,5,NA,NA,NA,0,0,NA,NA,4.537986108,6.910797722,18.02035089,15522959,3694464.242,108.7617304,11.64653567,"yemen",1,0,0,NA,NA,NA,0,0.280552673265178,0.000615006150061501,0.0285681745706346,0,0,0,0,1,2519712.78,NA
"3158","yem1996","1996","yem",0,0,0,1,0.114391143911439,-2,1,1,5,4,1,1,0,7658317190,475.691996,2935,269,157,1,1,245,1767,1,1,5,NA,NA,NA,0,0,NA,NA,4.70681639,12.76648004,18.2196213,16099319,3912134.517,91.42513704,6.041902782,"yemen",1,0,1,NA,NA,NA,0,0.266036149066095,0.16789667896679,0.0406204728713954,0,0,0,0,1,2870597.29,NA
"3159","yem1997","1997","yem",0,0,0,1,0.0738007380073801,-2,1,1,5,4,1,1,0,8267369364,496.987422,2680,298,157,1,1,241,1794,1,1,5,NA,NA,NA,0,0,NA,NA,5.562613103,18.99451278,20.59610766,16634967,4125471.816,80.23360557,7.95281991,"yemen",1,0,1,NA,NA,NA,0,0.1768726383289,0.14760147601476,0.0425830258302583,0,0,0,0,1,3075667.94,NA
"3160","yem1998","1998","yem",0,0,0,1,0.0738007380073801,-2,1,0,2,4,1,1,0,8802348136,513.3955019,1878,329,158,1,1,229,1820,1,3,5,NA,NA,NA,0,0,NA,NA,6.000166096,19.6868877,18.10812666,17145355,4337774.815,73.7793686,6.470967349,"yemen",1,0,0,NA,NA,NA,0,0.176585658907776,0.147074327886136,0.0285608856088561,0,0,0,0,1,3688721.62,NA
"3161","yem1999","1999","yem",0,0,0,1,0.0738007380073801,-2,1,0,0,4,1,1,0,9043556853,512.242502,3468,336,158,1,1,258,1769,1,1031,5,NA,NA,NA,0,0,NA,NA,6.539182625,27.63724588,25.56131885,17654835,4554947.43,73.67372145,2.740276952,"yemen",0,0,0,NA,NA,NA,0,0.252648747248124,0.150237216657881,0.0982017138579346,0,0,0,0,1,4372336.52,NA
"3162","yem2000","2000","yem",0,0,0,1,0.0738007380073801,-2,1,0,0,4,1,1,0,9441473355,519.2834674,3020,653,158,1,1,1,1749,1,297,5,NA,NA,NA,0,0,NA,NA,2.974366358,NA,14.28265202,18181733,4781795.779,78.9847858,4.4,"yemen",0,0,0,NA,NA,NA,0,0.331822625918567,0.15445635408735,0.0339896458666079,0,0,0,0,1,5272429.95,NA
"3163","zaf1970","1970","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,68558470434,3104.019126,2295,3103,157,1,1,1,1,423,958,61,1,0,0,0,61,NA,NA,NA,NA,NA,22087000,10557586,47.14252085,5.248670146,"south africa",0,0,0,NA,NA,NA,NA,0.0148148148148148,NA,0.0719557195571956,0,0,0,0,1,109125.12,NA
"3164","zaf1971","1971","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,71492119622,3163.036052,2339,2735,157,1,1,1,1,561,556,62,1,0,0,0,62,NA,NA,NA,NA,NA,22602372.67,10817495.56,47.96972231,4.279047024,"south africa",0,0,0,NA,NA,NA,NA,0.0243979773131065,0,0.0756457564575646,0,0,0,0,1,124253.72,NA
"3165","zaf1972","1972","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,72675144580,3142.535594,247,1704,157,1,1,1,1,61,381,63,1,0,0,0,63,NA,NA,NA,NA,NA,23126275.71,11082111.32,48.16648771,1.654762741,"south africa",0,0,0,0.4178,0.2713,1.423911,NA,0.303141412366505,0.5,0.270848708487085,0,0,0,0,1,139359.15,NA
"3166","zaf1973","1973","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,75997850231,3212.637247,243,745,157,1,1,1,1,3,675,64,1,0,0,0,64,NA,NA,NA,NA,NA,23655907.71,11350104.52,48.12056837,4.571997303,"south africa",0,0,0,0.4231,0.2642,1.437816,NA,0.28624143384291,0.5,0.742224565102794,0,0,0,0,1,163443.43,NA
"3167","zaf1974","1974","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,80642196694,3333.722248,1625,3143,157,1,1,1,1,265,382,65,1,0,0,0,65,NA,NA,NA,NA,NA,24189836.67,11620797.54,56.52675248,6.111155051,"south africa",0,0,0,0.426,0.2575,1.443589,NA,0.250922509225092,0.666666666666667,0.857142857142857,0,0,0,0,1,191560.89,NA
"3168","zaf1975","1975","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,82009383322,3316.4584,2170,1599,157,1,1,1,1,209,617,66,1,0,0,0,66,NA,NA,NA,NA,NA,24728000,11894168,57.84869761,1.695373743,"south africa",1,0,0,0.4331,0.2511,1.463759,0,0.385147601476015,0.555555555555556,0.681044143774771,0,0,0,0,1,206746.86,NA
"3169","zaf1976","1976","zaf",1,0,1,0,0,4,1,1,0,3,1,0,0,83854531884,3318.59344,1942,611,157,1,1,1,1,152,1004,67,1,0,0,0,67,NA,NA,NA,NA,NA,25268094.27,12169114.2,56.70059585,2.249923712,"south africa",1,0,0,0.4524,0.2444,1.528427,0,0.254981549815498,0.5,0.711087877545442,0,0,0,0,1,218174.86,NA
"3170","zaf1977","1977","zaf",1,0,1,0,0,4,1,0,0,3,1,0,0,83775707308,3246.418906,2728,190,157,1,1,1,1,2,1133,68,1,0,0,0,68,NA,NA,NA,NA,NA,25805575.23,12443448.38,55.46540009,-0.094001569,"south africa",1,1,0,0.4511,0.2398,1.51552,0,0.196139653704229,0.538461538461538,0.398204679016487,0,0,0,0,1,246468.21,NA
"3171","zaf1978","1978","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,86301134529,3274.524348,3104,174,157,1,1,1,1,1,702,69,1,0,0,0,69,NA,NA,NA,NA,NA,26355319.23,12724348.13,58.00943558,3.014510175,"south africa",1,1,0,0.4537,0.2356,1.515669,0,0.144169286137306,0.538461538461538,0.556205349932287,0,0,0,0,1,293156.12,NA
"3172","zaf1979","1979","zaf",1,0,1,0,0,4,0,0,0,3,1,0,0,89572245826,3324.781399,3379,256,157,1,1,1,1,1,344,70,1,0,0,0,70,NA,NA,NA,NA,NA,26940792.51,13023179.1,60.97664558,3.790345648,"south africa",1,1,0,0.4528,0.2318,1.504589,0,0.1171090155346,0.538461538461538,0.556205349932287,0,0,0,0,1,355048.24,NA
"3173","zaf1980","1980","zaf",0,1,1,0,0,4,0,0,0,3,1,0,0,95502513207,3463.247505,3266,38,157,1,1,1,1,499,432,71,1,0,0,0,71,NA,NA,NA,NA,NA,27576000,13346784,62.72915776,6.620652777,"south africa",1,0,0,0.4643,0.2285,1.534541,0,0.109789702063687,0.538461538461538,0.349953305088606,0,0,0,0,1,401269.07,NA
"3174","zaf1981","1981","zaf",0,1,1,0,0,4,0,0,0,3,1,0,0,1.00622e+11,3561.262393,2027,676,157,1,1,1,1,499,134,72,1,0,0,0,72,NA,NA,NA,NA,NA,28254654.59,13731762.13,58.71941389,5.360828147,"south africa",1,0,0,0.4798,0.2241,1.584458,0,0.131468668853355,0.461538461538462,0.349953305088606,0,0,0,0,1,412996.31,0
"3175","zaf1982","1982","zaf",0,1,1,0,0,4,1,1,0,3,1,0,0,1.00236e+11,3459.790512,1714,1377,157,1,1,1,1,3,966,73,1,0,0,0,73,NA,NA,NA,NA,NA,28971838.59,14138257.23,53.32395555,-0.383361107,"south africa",1,0,0,0.481,0.2201,1.587075,0,0.130464108562654,0.461538461538462,0.264467450230058,0,0,0,0,1,419039.04,0
"3176","zaf1983","1983","zaf",0,1,1,0,0,4,1,0,0,3,1,0,0,98385583214,3309.970762,102,701,157,1,1,1,1,1,511,74,1,0,0,0,74,NA,NA,NA,NA,NA,29724003.71,14564761.82,45.73078935,-1.846542144,"south africa",1,0,0,0.4916,0.2149,1.628525,0,0.227030333224023,0.384615384615385,0.264467450230058,0,0,0,0,1,449360.21,0
"3177","zaf1984","1984","zaf",0,1,1,0,0,4,0,0,0,3,1,0,0,1.03402e+11,3389.64262,1004,1558,157,1,1,1,1,1,158,75,1,0,0,0,75,NA,NA,NA,NA,NA,30505360.83,15008637.53,49.1309797,5.099007226,"south africa",1,0,0,0.4929,0.2117,1.631372,0,0.284334435676812,0.384615384615385,0.341035715912715,0,0,0,0,1,457798.58,0
"3178","zaf1985","1985","zaf",0,1,0,1,0,4,0,0,0,3,1,0,0,1.0215e+11,3262.741233,3216,240,588,1,1,1,1,553,553,76,1,0,0,0,76,NA,NA,NA,NA,NA,31307880,15466092.72,53.98360374,-1.211540314,"south africa",1,1,0,0.5,0.2088,1.653455,0,0.165869161804743,0.360832894043226,0.349645802013576,0,0,0,0,1,552401.15,0
